"actividades legislativas","Actividades primarias","Comercio al por mayor","construcción","Corporativos","Enegía ","Industria manufactureras","Información en medios masivos","Minería ","Servicios de apoyo ","Servicios de esparcimiento","Salud","Servicios educativos","Servicios financieros y seguros","Servicios inmobiliarios ","Servicios profesionales y técnicos ","Transporte","Comercio al pormenor","Servicios no gubernamentales","Servicios de alojamiento y alimentación"
23,0,2,0,0,2,13,1,0,1,5,8,8,2,1,2,2,42,28,14
37,2,30,0,0,3,89,2,0,5,19,43,22,18,14,15,10,533,186,136
6,0,5,0,0,1,9,1,0,1,8,2,13,9,1,0,0,54,16,17
9,3,9,0,0,4,25,3,0,1,3,16,17,4,11,4,2,156,47,65
16,1,29,9,0,5,273,7,3,22,43,81,40,25,51,33,6,929,355,244
10,0,13,1,0,1,62,3,0,3,10,18,12,2,8,12,1,315,80,76
8,5,20,0,0,3,52,5,0,7,9,43,25,10,11,26,3,309,133,110
9,1,7,0,0,3,38,2,1,7,8,21,10,4,3,6,2,147,68,63
3,0,15,0,0,1,64,2,0,2,4,22,10,4,5,8,4,193,75,53
14,2,13,3,0,3,37,2,0,2,7,25,13,21,4,13,6,201,86,67
31,2,9,0,0,1,93,5,2,7,14,40,25,7,14,12,1,422,108,136
30,0,5,0,0,2,44,1,0,3,4,13,10,4,2,2,4,124,50,39
9,2,42,4,0,2,185,5,0,8,14,77,24,19,21,29,13,1445,165,187
8,1,4,1,0,1,29,4,0,1,6,6,10,3,1,1,0,109,30,48
15,1,28,0,0,3,169,6,0,7,28,60,31,12,6,29,4,519,212,149
16,0,51,2,0,2,210,6,1,5,23,60,30,15,25,17,10,705,224,230
217,10,1980,520,11,38,4533,160,7,647,641,2475,1526,1348,888,1149,379,20377,9016,7058
18,1,40,3,0,3,164,11,1,17,24,66,40,21,14,24,12,694,313,224
6,0,7,0,0,1,39,2,0,1,6,11,11,3,4,1,0,178,44,58
12,1,14,0,0,2,51,2,0,4,6,6,9,6,9,6,8,180,42,70
21,3,86,8,0,3,461,9,2,24,32,155,64,33,24,65,24,2104,554,351
10,0,22,0,0,1,305,4,0,4,17,46,16,9,10,26,2,323,151,106
38,7,28,5,0,1,441,11,0,14,20,63,38,15,17,20,5,801,183,169
53,1,249,13,0,11,1016,17,5,74,96,325,210,35,73,68,48,4476,1409,920
12,3,13,2,0,4,74,2,4,9,4,41,14,18,4,14,2,416,66,86
12,0,12,0,0,1,42,3,0,5,8,32,9,3,6,2,0,338,75,79
49,3,84,2,0,13,452,9,1,58,36,110,96,27,33,38,6,1927,542,366
11,0,6,0,0,2,598,3,0,12,19,26,13,3,5,10,2,325,72,63
16,30,8,0,0,1,32,2,0,5,2,11,7,9,2,3,3,187,44,47
25,4,9,0,0,2,77,9,0,8,13,34,16,8,2,6,3,389,85,98
28,0,76,8,0,4,264,5,0,28,29,130,90,34,30,61,9,1702,460,332
12,0,48,8,0,2,236,3,4,13,18,77,43,16,18,32,13,892,270,276
19,0,99,3,0,8,489,6,0,45,36,115,74,3,36,24,9,1921,513,289
12,1,17,0,0,1,320,1,0,10,8,31,10,3,14,9,2,354,129,104
87,0,600,74,0,44,1881,39,2,217,301,939,571,305,218,345,100,10269,3826,2825
115,0,241,10,0,16,686,30,3,70,56,378,153,124,55,125,50,3964,871,630
12,0,34,0,0,1,239,4,0,25,18,40,34,4,18,8,3,908,198,159
12,1,20,1,0,2,154,8,0,8,19,53,37,0,22,18,2,678,169,186
7,0,3,0,0,1,25,1,1,2,8,10,10,0,5,2,0,141,29,41
46,1,40,3,0,4,311,11,7,20,28,84,52,12,39,22,6,1306,319,242
16,0,48,0,0,1,255,8,0,30,44,102,47,5,37,21,5,1071,348,1026
89,0,138,12,0,59,680,32,0,126,133,558,416,164,129,193,28,5217,1831,1590
41,1,45,1,0,2,81,5,2,16,13,51,21,7,6,14,5,539,150,197
6,0,21,1,0,1,49,3,0,7,6,22,11,2,6,7,1,376,80,44
8,0,46,3,0,1,254,3,0,23,23,62,50,12,20,17,9,1277,351,214
65,2,217,17,2,10,658,20,0,98,117,349,209,140,79,170,80,3741,1101,1034
128,1,535,24,0,43,1818,33,1,166,241,667,561,159,200,248,41,11578,3102,2170
13,0,37,0,0,1,132,0,0,10,1,19,37,4,14,4,0,493,119,94
8,0,12,0,0,1,47,3,0,7,3,18,13,3,3,5,1,314,82,48
9,0,41,2,0,5,204,2,0,17,12,61,32,9,10,18,1,642,212,175
40,0,163,8,0,33,717,12,4,88,93,277,241,57,75,88,20,5040,1532,979
37,0,218,1,0,4,449,2,0,15,14,58,24,15,9,20,7,2860,327,288
181,1,678,17,0,93,3229,23,0,345,412,758,820,139,285,248,28,20783,5274,3583
14,9,7,0,0,1,118,1,1,11,2,15,22,5,1,4,1,387,50,70
317,6,2056,126,5,148,7907,132,1,897,1004,3362,2131,715,768,1131,291,44090,15190,9848
6,0,10,0,0,2,44,1,6,5,3,16,13,3,3,1,1,270,41,34
27,0,86,3,0,5,506,17,0,40,78,174,197,78,42,60,32,3072,854,617
26,0,73,2,0,3,376,9,1,24,48,85,71,6,27,21,3,1551,365,311
130,2,202,42,2,26,737,34,1,109,154,740,235,257,129,180,39,4943,1555,1124
7,6,12,1,0,1,24,1,2,5,9,13,9,3,3,4,1,186,58,58
112,0,402,25,0,166,1975,34,26,211,302,795,709,202,266,319,41,13036,3790,2912
33,1,49,5,0,1,141,12,1,25,19,111,60,32,22,39,7,966,335,354
5,0,2,0,0,1,13,0,0,2,2,5,4,2,0,0,2,57,13,12
90,0,224,11,0,6,1288,19,0,120,63,312,180,69,64,108,16,4144,1154,715
5,1,19,0,0,2,204,4,1,11,15,47,16,3,8,18,2,638,139,196
9,0,9,3,0,4,184,2,0,18,20,51,27,3,11,14,2,646,186,127
92,3,107,4,0,4,309,12,0,33,37,156,96,57,32,79,21,1326,525,360
12,5,13,0,0,4,47,3,1,8,11,20,26,4,2,4,2,324,82,75
38,3,14,0,0,1,109,6,0,17,7,29,16,13,7,9,2,489,111,85
32,2,71,6,0,11,444,13,1,30,37,111,75,22,23,39,5,1342,374,221
12,0,13,1,0,2,74,8,0,15,9,22,11,2,7,8,1,400,103,68
7,1,35,0,0,1,139,3,1,15,16,56,29,6,9,10,2,865,174,150
70,0,278,13,2,43,1197,35,2,98,102,352,153,185,89,90,66,4012,918,783
53,2,35,3,0,3,259,7,0,12,46,49,23,10,13,14,2,923,192,386
6,0,68,2,0,5,268,6,0,24,38,111,80,13,27,34,12,1611,541,373
191,1,252,94,2,23,1183,68,3,158,207,981,415,348,253,340,71,5444,2377,1998
8,0,17,1,0,1,200,2,0,11,11,41,19,0,9,10,1,487,166,133
21,0,21,4,0,4,319,5,0,15,14,33,41,7,17,5,0,674,185,114
243,5,974,146,5,226,2582,103,0,463,501,1575,1014,840,387,752,205,16619,5668,4482
258,0,1154,61,1,57,4766,70,0,583,628,2384,1407,329,391,820,122,26364,9489,6521
11,0,43,1,0,11,260,7,0,16,22,42,55,7,10,20,4,1243,263,179
107,5,311,18,0,36,1566,26,1,163,266,658,488,93,196,222,51,10249,2983,2164
10,0,17,1,0,2,164,3,0,3,14,30,16,3,5,7,2,405,103,131
24,6,90,3,1,6,484,11,0,46,79,142,74,41,61,39,23,2046,562,931
23,1,13,2,0,1,105,3,0,6,18,33,22,7,9,6,2,473,143,216
34,0,19,1,0,6,150,4,0,7,11,45,30,15,5,15,4,441,134,128
20,1,48,6,0,2,226,5,1,17,25,96,44,13,20,46,4,1079,278,222
34,0,6,1,0,1,12,1,0,3,4,9,7,1,3,0,1,92,14,13
43,0,57,4,0,2,678,5,0,33,32,112,61,10,29,28,3,1493,368,279
16,0,61,2,0,2,204,9,0,17,19,63,47,14,15,21,6,1002,328,221
5,0,9,0,0,1,45,2,0,3,5,14,10,1,3,2,0,138,46,50
90,0,358,11,0,45,1558,24,0,157,165,518,408,125,140,143,52,8609,2444,1990
19,0,24,0,0,2,76,2,0,2,7,30,14,7,5,6,6,285,95,85
11,3,13,1,0,2,184,1,1,7,11,36,18,7,17,6,1,421,103,93
12,1,17,0,0,1,358,8,6,16,20,44,26,7,20,18,2,880,189,159
57,7,124,3,0,4,414,5,1,58,30,140,112,29,30,41,5,2686,490,325
8,0,24,0,0,4,257,1,0,14,16,56,15,11,18,35,8,636,230,216
40,2,345,23,0,6,852,8,0,75,98,200,104,39,87,82,42,4669,1081,843
8,0,5,0,0,1,8,1,0,1,3,4,4,1,4,0,1,59,14,11
3,0,1,0,0,3,18,2,0,1,3,6,1,2,0,2,1,95,18,41
15,0,26,1,0,1,69,2,2,6,2,20,17,4,10,7,2,208,74,84
28,0,13,0,0,1,45,3,0,5,4,14,20,3,4,3,4,252,58,82
114,1,301,28,0,50,1553,34,1,174,204,808,643,213,182,292,71,10735,3271,2580
62,2,60,4,0,4,313,18,2,43,37,179,93,28,40,50,20,1933,529,533
6,0,13,0,0,1,41,0,0,4,6,11,8,9,1,3,1,252,70,54
23,1,44,0,1,3,241,10,0,22,20,75,72,7,13,22,2,1269,293,225
34,0,58,0,0,10,862,7,0,30,27,82,88,22,29,27,5,1171,323,201
25,11,12,0,0,3,21,2,3,2,2,15,9,11,2,4,2,207,39,59
38,2,48,0,0,1,517,9,0,49,35,99,83,25,38,37,5,1857,448,299
58,0,145,4,0,5,526,15,0,47,55,250,94,68,39,121,19,2316,664,626
12,0,16,1,0,1,54,1,1,6,9,25,15,4,3,8,1,295,75,58
111,2,131,4,0,11,608,17,1,50,57,182,121,33,63,59,20,2594,661,592
14,1,71,3,0,5,362,6,0,46,31,150,93,17,32,37,14,1934,562,337
32,0,89,5,0,6,444,11,0,38,52,194,96,41,33,81,16,1822,655,571
18,1,32,0,0,1,193,3,2,16,15,33,29,6,14,6,2,552,155,121
11,2,36,0,0,3,76,1,0,9,15,34,33,3,12,10,4,526,149,152
48,0,128,16,0,17,418,11,0,73,53,157,124,68,73,48,118,2458,743,791
14,0,59,25,0,11,304,9,0,26,34,116,55,8,29,34,26,1273,393,301
15,1,22,0,0,2,56,3,0,4,8,26,10,4,2,4,1,321,67,83
18,1,2,4,0,3,63,2,0,8,8,12,7,1,1,1,3,195,55,63
178,2,354,30,0,27,1228,40,8,164,154,705,404,209,153,289,45,7435,2299,2033
15,1,114,2,0,6,299,3,0,20,24,66,47,8,13,16,15,1555,455,306
39,1,81,4,0,5,708,15,2,64,64,198,91,79,61,85,22,2339,680,570
5,1,3,0,0,2,28,2,0,5,2,11,9,4,3,1,0,119,32,24
40,0,37,3,0,1,139,4,1,22,29,70,67,10,23,19,7,1214,303,236
200,5,1239,152,4,134,2625,103,2,456,379,1680,844,671,337,749,352,14107,5249,4237
25,5,8,0,0,1,42,4,0,1,7,15,11,6,5,1,4,151,54,42
582,5,1827,219,4,130,5421,150,9,710,554,2254,1284,803,600,1043,399,26378,8319,6258
9,0,15,3,0,3,73,5,0,7,8,39,11,3,11,21,1,445,120,178
38,0,138,10,0,8,746,13,0,57,74,259,170,47,87,88,22,3582,1119,917
97,0,673,30,0,54,1858,19,0,242,225,696,516,245,203,247,195,10785,3599,2400
71,14,58,11,1,11,235,23,0,30,58,119,61,60,42,42,14,1515,325,505
10,2,11,2,0,6,57,3,0,11,5,21,16,7,1,5,5,305,74,64
28,17,51,0,0,5,211,6,2,8,15,63,39,16,18,24,5,746,187,182
18,4,77,2,0,4,136,5,4,19,27,77,45,11,26,26,9,939,274,255
21,3,44,1,0,2,56,3,3,13,10,38,15,30,4,11,6,525,104,95
13,1,63,3,0,5,335,7,0,39,47,141,50,21,50,40,9,1711,470,311
7,0,11,2,0,1,21,4,1,3,9,15,7,3,4,0,0,137,38,39
15,0,3,1,0,1,42,2,1,1,5,10,8,3,6,3,1,232,54,55
52,1,228,14,0,6,833,13,4,116,84,207,169,49,73,84,24,4384,1172,825
12,0,11,1,0,1,66,2,0,5,4,13,13,2,6,2,1,276,58,76
71,2,207,11,0,14,1176,27,1,127,116,412,308,111,116,190,44,6601,1653,1229
131,3,671,54,2,23,1845,58,3,296,266,1148,645,465,309,489,312,10175,3848,3230
74,2,372,12,0,31,1836,30,0,231,230,609,465,100,169,217,39,10396,3127,2126
11,0,23,1,0,2,115,7,0,16,12,36,13,7,11,9,4,551,162,150
24,1,15,0,0,2,62,4,0,9,6,35,25,13,5,10,1,449,87,70
35,0,9,0,0,2,85,2,0,8,5,19,17,0,4,7,1,311,86,96
8,3,26,0,0,1,122,5,0,6,7,41,22,7,13,6,2,321,104,78
12,1,14,3,0,3,119,5,0,7,12,21,26,3,6,2,2,301,147,99
28,5,25,0,0,1,104,2,0,7,10,47,16,13,10,10,9,412,117,91
10,2,37,1,0,2,62,2,0,5,6,34,11,5,8,10,2,274,80,89
16,1,1,0,0,2,51,6,8,4,7,17,16,2,5,1,2,200,55,67
64,6,193,22,0,6,620,20,0,63,108,349,169,65,93,115,45,3076,1280,1131
8,0,7,0,0,1,48,0,0,2,3,6,9,2,1,1,0,95,24,22
8,11,6,1,0,1,16,0,1,1,5,6,6,4,2,1,2,85,34,44
31,2,98,3,0,3,177,6,0,15,21,87,31,20,24,37,9,820,324,291
32,7,18,1,0,4,160,7,1,7,28,35,48,4,10,10,12,464,189,193
7,5,20,3,0,2,38,2,0,3,5,12,7,2,3,2,1,175,54,61
29,6,41,7,0,9,168,8,2,15,39,77,39,18,19,16,5,971,357,350
26,0,7,0,0,2,29,2,0,2,8,14,9,5,3,2,3,205,54,56
16,7,17,0,0,3,78,7,0,7,13,38,18,9,5,12,4,390,172,147
16,0,23,4,0,1,113,8,0,11,19,45,21,4,5,15,6,414,200,124
12,1,22,4,0,3,685,4,1,7,6,37,19,4,7,11,2,380,98,85
9,1,24,0,0,1,36,2,2,4,7,30,9,10,8,12,4,290,62,62
7,0,8,0,0,1,24,2,0,4,4,16,3,1,4,1,1,162,36,57
14,2,35,4,0,2,122,4,0,7,21,51,19,11,11,21,11,421,164,169
24,8,39,6,0,4,373,7,0,12,22,67,38,7,36,15,7,987,182,198
10,0,21,0,0,1,964,6,1,5,6,16,24,2,8,6,0,487,52,106
18,0,13,1,0,1,58,3,1,4,8,18,15,3,9,4,1,258,68,60
17,0,19,0,0,1,63,2,1,7,7,27,11,7,15,6,2,224,82,61
12,0,54,6,0,2,712,6,2,22,27,81,46,9,25,19,5,1388,257,318
34,1,33,5,0,1,2131,6,0,17,35,71,54,5,35,16,3,1059,212,380
8,1,4,0,0,1,12,4,1,1,1,4,4,2,0,0,0,32,13,13
9,0,2,0,0,1,24,0,0,1,4,13,5,3,2,1,1,79,19,25
10,0,7,0,0,1,28,3,1,4,4,25,5,5,1,5,2,118,46,36
9,18,24,0,0,3,73,4,2,4,5,21,11,1,8,2,3,269,80,104
11,4,18,3,0,3,58,5,1,5,6,27,12,5,11,8,6,224,73,87
13,2,10,0,0,2,31,3,1,2,2,22,6,3,2,9,0,191,44,40
14,9,8,0,0,2,85,4,0,3,5,20,8,4,5,7,3,132,48,46
10,4,36,2,0,5,91,2,0,4,18,37,21,5,21,6,6,410,190,173
67,26,217,15,1,10,2489,26,2,64,113,464,165,56,116,193,35,4487,1314,936
23,43,31,2,0,4,176,4,2,8,26,64,33,12,25,5,9,583,208,276
12,3,9,3,0,1,82,3,0,7,21,61,20,10,20,9,9,319,112,91
8,0,6,0,0,1,42,4,0,3,5,14,6,1,4,3,2,133,33,35
59,4,36,1,0,7,244,13,1,13,37,111,58,20,33,34,18,1111,426,422
9,0,9,0,0,1,27,0,1,1,7,22,7,3,4,0,1,169,37,45
9,0,17,0,0,1,193,5,1,3,9,28,21,6,13,4,4,575,95,162
11,0,24,1,0,2,246,3,3,5,3,37,22,2,9,5,0,312,71,75
10,1,11,0,0,1,44,3,1,1,5,20,12,6,9,4,1,208,83,68
15,8,66,11,0,4,302,8,2,22,44,100,64,25,53,22,12,1171,425,443
11,0,19,0,0,2,38,4,0,3,6,30,13,6,5,3,6,209,75,53
24,0,52,14,0,4,278,11,1,22,36,160,57,30,54,72,13,1031,455,357
11,0,26,0,0,1,76,3,0,5,3,26,11,5,7,3,2,265,65,59
10,2,12,0,0,1,46,3,0,2,8,22,12,5,2,1,2,223,53,56
8,1,12,0,0,1,33,3,0,0,3,21,4,5,5,3,0,145,33,39
16,8,33,0,0,2,85,4,0,2,20,38,13,5,10,10,4,392,131,101
51,8,133,2,0,7,442,15,1,40,45,214,104,24,50,92,22,1998,608,427
8,1,39,4,0,2,172,5,0,5,17,47,18,10,15,28,4,422,164,124
72,37,201,50,1,15,838,32,11,75,159,408,327,179,156,148,317,4138,1791,1717
498,17,1518,350,6,60,5048,167,13,712,606,3794,1315,864,763,1271,325,19761,8434,6920
10,2,17,2,0,2,42,3,0,1,6,23,8,4,7,9,2,174,53,36
19,9,48,2,0,2,219,5,3,18,39,107,53,17,47,19,12,1286,451,447
17,1,89,0,0,2,1758,12,0,20,34,62,50,3,28,9,0,1512,227,282
9,0,8,0,0,1,35,6,0,2,4,18,8,4,5,3,1,176,67,72
11,1,86,0,0,2,757,2,0,9,49,74,37,6,36,20,5,1183,285,333
9,9,3,0,0,1,6,1,0,1,3,7,6,1,0,0,0,61,23,19
11,4,20,0,0,2,58,5,0,1,4,18,8,5,4,4,1,192,63,61
8,35,13,0,0,1,125,2,1,7,13,27,18,4,6,2,0,387,83,91
10,0,23,0,0,2,113,6,1,8,28,40,26,8,17,8,2,551,194,182
8,0,20,0,0,2,56,7,2,3,6,28,11,8,14,7,5,317,106,70
8,1,23,0,0,2,63,8,0,7,12,27,29,6,11,3,1,448,136,167
26,0,57,3,0,4,1171,9,1,17,29,100,64,13,45,30,12,1461,301,333
102,7,118,12,0,6,1017,22,0,58,77,317,146,65,80,118,36,3432,813,838
22,2,23,0,0,1,58,2,0,4,6,38,10,7,11,10,2,239,84,67
17,3,87,3,0,1,104,4,1,13,26,66,25,10,13,24,5,613,177,169
61,1,197,31,0,10,672,28,0,69,88,467,161,108,133,195,46,3040,1139,719
17,0,35,8,0,2,203,7,0,14,17,117,24,14,23,41,5,663,214,157
44,0,129,9,0,7,306,10,4,20,47,219,80,34,54,67,18,1626,555,358
16,3,17,0,0,1,86,3,0,4,9,28,14,3,7,3,5,414,104,125
30,3,52,2,0,6,1702,5,0,15,26,97,33,9,21,16,3,1331,245,261
4,8,9,0,0,1,90,6,0,5,9,15,8,4,10,3,2,321,70,84
24,6,131,8,0,5,506,13,0,37,48,225,75,39,49,89,20,1813,735,548
37,1,200,13,0,5,1784,15,0,53,101,413,122,66,148,157,49,3134,1233,832
17,1,26,1,0,2,83,2,0,2,10,36,18,1,7,2,2,244,149,160
10,4,25,1,0,1,152,5,0,9,7,42,14,6,11,15,3,364,100,94
31,4,66,3,0,2,660,12,0,15,27,119,51,11,47,31,3,1418,301,370
11,0,8,0,0,1,55,2,1,6,5,23,9,3,3,4,0,186,39,53
3,2,0,0,0,1,2,1,0,1,0,2,2,2,1,0,0,0,3,4
36,17,168,6,0,6,285,18,4,31,75,224,71,38,55,74,20,1590,674,699
11,4,69,4,0,2,65,6,1,9,16,39,18,13,13,30,8,510,168,150
24,1,40,3,0,3,297,10,2,8,23,79,42,14,32,13,1,944,204,257
13,3,52,4,0,3,360,6,0,7,18,85,35,18,18,22,7,777,254,208
11,0,44,2,0,2,49,6,4,4,11,35,16,5,5,16,6,316,75,76
13,3,13,0,0,1,55,3,1,4,10,28,15,5,6,9,4,247,115,80
18,2,60,7,0,12,300,9,4,22,36,79,62,31,30,28,10,1223,355,353
25,0,35,1,0,2,173,4,1,13,24,54,27,9,13,19,7,645,274,217
12,3,44,1,0,1,622,9,1,10,18,54,32,5,19,9,1,785,167,276
8,1,23,0,0,1,77,4,1,9,8,36,13,6,13,12,0,296,92,88
24,6,8,0,0,1,39,3,0,0,12,16,11,3,4,4,4,163,57,73
19,2,11,0,0,1,107,5,9,4,12,34,20,8,5,17,2,329,71,110
9,0,7,0,0,1,34,3,1,2,7,20,8,3,5,14,1,152,55,12
12,0,20,1,0,3,70,5,0,2,9,17,16,6,14,3,0,247,86,88
8,0,5,0,0,1,18,2,0,1,2,6,7,0,0,3,1,80,15,19
25,7,28,1,0,2,121,7,2,6,30,44,27,7,10,4,5,576,166,187
12,6,33,1,0,2,145,4,1,9,22,67,15,12,12,21,6,531,160,132
12,1,23,0,0,1,48,5,0,1,8,18,11,3,2,1,0,215,71,63
9,8,1,0,0,3,648,5,1,8,10,26,19,2,11,4,0,438,54,83
12,4,0,0,0,1,20,1,0,0,2,3,4,2,0,1,1,47,12,16
136,27,666,80,1,18,3296,66,2,211,412,1197,531,214,363,471,124,11086,4125,3735
15,16,51,1,0,3,219,7,1,22,25,68,27,12,27,12,1,737,206,241
11,0,14,0,0,3,57,5,0,7,11,25,17,5,20,5,2,284,84,93
14,3,28,0,0,3,66,7,0,6,17,38,20,6,10,9,8,469,152,141
18,3,68,1,0,5,285,7,0,14,31,89,41,12,41,47,15,1094,348,271
58,5,131,18,0,7,847,20,4,45,72,300,120,46,98,173,32,2484,860,612
88,24,387,35,1,10,1072,35,1,111,139,866,259,178,143,307,120,4937,1802,1502
7,0,5,0,0,1,38,3,0,0,2,11,8,2,1,3,0,88,35,21
27,11,57,1,0,5,246,7,3,25,29,132,47,22,29,46,15,1088,331,282
23,6,33,1,0,4,63,6,2,2,16,31,22,3,5,11,3,374,95,123
66,26,203,14,0,7,788,22,2,64,122,360,148,75,99,173,41,4025,1257,995
21,2,80,0,0,4,140,8,2,12,10,66,25,9,21,10,3,612,162,186
37,0,23,0,0,3,46,4,2,3,6,12,15,5,6,3,5,228,72,97
23,0,50,3,0,1,116,4,0,10,10,44,22,12,34,14,6,554,179,204
9,2,78,1,0,4,291,7,0,28,22,109,44,29,23,27,12,1343,387,384
77,69,121,1,0,6,328,12,1,20,31,84,68,11,27,18,13,1359,439,494
6,1,5,0,0,4,9,3,0,1,5,12,6,3,4,2,2,111,30,33
147,11,395,15,0,40,896,32,0,95,132,598,333,186,100,280,99,6149,2064,1973
292,3,512,137,2,48,1511,107,0,285,285,1513,721,604,236,736,152,9523,4054,3128
71,5,115,11,0,15,446,8,4,17,66,131,100,43,28,41,13,2206,705,562
6,0,27,3,0,4,129,5,0,5,12,20,18,7,12,13,19,528,143,226
23,11,47,1,0,3,164,7,0,8,9,53,27,10,20,6,6,462,193,153
131,7,324,36,2,64,939,24,1,75,117,377,269,166,125,154,63,4828,2053,1338
64,12,94,6,0,8,307,20,0,24,56,172,102,86,40,68,37,1912,686,633
19,7,24,3,0,4,111,6,0,10,17,64,26,13,20,21,6,492,166,161
11,0,9,1,0,2,28,4,0,5,6,21,7,4,2,3,3,154,53,62
5,1,11,0,0,8,57,4,2,3,12,44,22,13,3,9,3,349,118,116
13,1,32,0,0,4,104,2,0,5,6,43,18,4,8,5,4,392,76,102
53,3,38,2,0,7,148,9,4,21,28,72,52,27,11,30,13,934,292,331
47,4,119,6,0,18,460,15,4,29,55,203,133,67,46,64,22,2825,943,655
14,7,41,0,0,1,179,8,0,8,12,60,35,6,21,18,2,797,208,324
9,0,27,2,0,8,220,9,1,11,9,67,37,20,12,20,12,784,230,511
12,3,5,0,0,5,36,4,0,6,3,17,9,5,9,8,3,198,49,77
8,2,49,0,0,2,139,3,0,7,10,48,20,4,11,9,4,540,155,136
11,0,9,0,0,1,17,1,0,0,1,5,2,6,2,1,1,130,31,17
28,35,44,3,0,13,181,3,1,11,23,57,46,6,21,25,11,866,330,291
16,8,28,2,0,12,103,2,0,5,15,40,23,8,10,12,3,411,189,152
40,0,31,0,0,2,126,2,0,6,6,39,17,10,9,14,3,571,144,225
12,0,18,0,0,1,64,2,0,1,6,19,7,1,7,5,2,241,71,75
56,5,69,4,0,10,306,7,2,24,40,113,82,29,35,53,19,1575,610,566
96,2,121,7,0,17,536,13,3,34,74,210,164,63,51,86,24,2713,971,964
22,2,83,1,0,8,447,9,0,15,14,98,58,26,45,27,8,1257,392,370
34,24,40,2,0,6,164,10,1,14,31,81,52,26,10,32,7,883,347,321
7,0,37,2,0,2,113,4,0,4,10,41,22,4,14,2,6,353,87,109
9,1,32,1,0,1,704,2,0,12,11,30,20,3,9,6,0,441,111,141
6,15,12,0,0,1,79,2,1,1,7,9,10,2,5,3,1,374,53,112
7,1,27,1,0,3,240,3,1,8,18,31,18,2,8,15,6,721,199,205
6,0,19,0,0,1,78,0,0,4,0,9,14,1,2,0,0,325,52,67
31,27,50,0,0,2,149,7,9,10,25,93,46,30,20,27,17,705,286,364
30,1,15,1,0,2,75,3,2,3,14,33,17,11,7,10,5,230,106,124
13,0,9,0,0,3,53,1,3,1,8,19,14,10,2,9,4,199,73,105
91,38,122,18,0,19,568,25,4,29,72,218,182,74,76,59,43,2406,1104,1484
16,0,4,0,0,2,26,1,3,3,2,9,12,3,2,1,1,119,43,57
42,3,57,5,0,5,219,13,0,10,29,142,48,32,47,34,23,852,382,343
35,10,6,0,0,1,224,6,0,6,19,36,29,7,29,6,5,511,149,193
20,0,58,13,0,14,282,4,5,16,31,96,67,23,66,39,13,1225,562,617
18,41,6,0,0,9,79,2,0,4,0,5,15,4,1,0,5,149,36,50
25,60,21,0,0,3,64,6,0,5,6,27,21,8,16,15,5,274,126,169
47,4,23,0,0,6,180,7,1,6,15,42,32,12,18,6,12,567,207,279
59,168,60,2,0,5,293,18,0,15,33,85,81,22,44,17,14,979,426,834
10,2,4,0,0,3,32,3,0,1,11,8,8,6,5,1,1,121,55,35
16,11,15,0,0,2,45,5,1,2,11,21,21,10,9,5,5,267,105,135
99,152,114,4,0,16,450,19,1,29,60,181,118,47,82,69,19,1997,866,1305
32,152,59,2,0,3,198,9,0,14,22,82,43,29,36,30,13,847,373,442
367,20,618,273,2,76,2286,96,3,202,314,1590,650,426,492,659,167,8834,4826,4604
24,14,60,1,0,3,268,6,0,14,29,96,45,22,28,33,13,906,411,504
10,3,10,0,0,3,18,4,0,2,1,7,11,5,5,1,0,128,34,46
132,13,151,67,1,96,721,25,5,111,137,370,276,289,366,191,70,3727,1692,2295
7,0,2,0,0,2,11,2,1,0,2,2,4,2,1,0,0,38,13,9
7,0,2,0,0,2,23,3,1,0,4,15,9,3,1,0,0,46,23,20
17,0,0,0,0,2,0,1,0,0,0,2,3,1,0,0,1,12,8,1
13,0,67,8,0,3,114,7,0,16,30,74,55,57,21,30,154,657,376,191
21,1,12,1,0,7,87,4,0,9,15,34,29,14,16,13,12,349,229,127
112,3,787,101,4,8,1654,63,2,248,226,680,619,692,285,283,434,5915,2923,2623
18,0,11,2,0,7,28,4,0,3,4,15,22,7,2,1,1,180,71,44
15,0,1,0,0,3,39,0,0,0,6,8,11,2,2,2,1,90,28,34
52,5,77,23,0,5,244,16,2,29,46,130,139,121,47,71,60,1612,834,652
17,1,85,2,0,4,184,2,2,16,28,62,61,24,11,11,17,1104,436,314
16,0,10,0,0,5,19,2,2,1,3,19,16,5,6,4,5,135,94,51
17,0,24,1,0,2,113,4,0,9,16,34,54,45,7,7,26,701,245,190
35,0,13,6,0,3,34,5,0,1,10,32,20,7,4,10,6,200,109,77
56,0,40,6,0,4,88,5,0,8,9,31,31,11,9,11,5,476,144,111
9,0,0,0,0,1,2,1,0,0,2,2,5,1,0,0,0,0,10,5
10,0,1,0,0,2,13,0,0,1,2,5,6,0,0,0,0,39,14,10
63,0,21,8,0,7,58,5,1,1,9,42,30,16,12,7,7,440,170,124
48,2,127,39,1,10,630,16,3,86,98,196,275,187,81,69,36,3963,1491,1250
63,0,257,239,40,9,241,61,6,174,112,690,216,660,317,670,134,1825,863,776
10,0,8,3,0,3,24,1,1,3,3,22,11,2,1,3,2,103,46,26
87,3,521,58,1,6,1243,28,9,109,141,535,428,354,232,125,263,5478,2546,1883
15,0,15,2,0,3,44,1,0,1,7,36,19,6,7,6,6,173,89,69
